Fecha de operación; Precio ;;
24/5/2005; $ 295,40 ;;
26/5/2005; $ 295,50 ;;
27/5/2005; $ 296,00 ;;
30/5/2005; $ 293,00 ;;
31/5/2005; $ 296,50 ;;
1/6/2005; $ 299,10 ;;
2/6/2005; $ 295,00 ;;
3/6/2005; $ 295,00 ;;
6/6/2005; $ 290,00 ;;
7/6/2005; $ 295,00 ;;
8/6/2005; $ 295,00 ;;
9/6/2005; $ 295,00 ;;
10/6/2005; $ 295,00 ;;
13/6/2005; $ 299,70 ;;
14/6/2005; $ 299,90 ;;
15/6/2005; $ 299,90 ;;
16/6/2005; $ 300,00 ;;
17/6/2005; $ 304,40 ;;
21/6/2005; $ 307,00 ;;
22/6/2005; $ 310,00 ;;
23/6/2005; $ 312,30 ;;
24/6/2005; $ 312,50 ;;
27/6/2005; $ 305,00 ;;
28/6/2005; $ 310,10 ;;
29/6/2005; $ 310,00 ;;
30/6/2005; $ 309,90 ;;
1/7/2005; $ 310,00 ;;
4/7/2005; $ 310,00 ;;
5/7/2005; $ 315,00 ;;
6/7/2005; $ 312,20 ;;
7/7/2005; $ 310,60 ;;
8/7/2005; $ 310,00 ;;
11/7/2005; $ 316,00 ;;
12/7/2005; $ 315,00 ;;
13/7/2005; $ 318,00 ;;
14/7/2005; $ 320,00 ;;
15/7/2005; $ 320,20 ;;
18/7/2005; $ 324,80 ;;
19/7/2005; $ 320,00 ;;
20/7/2005; $ 320,00 ;;
21/7/2005; $ 319,90 ;;
22/7/2005; $ 319,90 ;;
25/7/2005; $ 316,00 ;;
26/7/2005; $ 314,70 ;;
27/7/2005; $ 311,70 ;;
28/7/2005; $ 310,00 ;;
29/7/2005; $ 316,40 ;;
1/8/2005; $ 312,00 ;;
2/8/2005; $ 312,00 ;;
3/8/2005; $ 305,00 ;;
4/8/2005; S/C ;;
5/8/2005; $ 300,00 ;;
8/8/2005; $ 300,00 ;;
9/8/2005; $ 302,10 ;;
10/8/2005; $ 303,50 ;;
11/8/2005; $ 305,00 ;;
12/8/2005; $ 305,00 ;;
16/8/2005; $ 304,00 ;;
17/8/2005; $ 305,50 ;;
18/8/2005; $ 310,00 ;;
19/8/2005; $ 310,50 ;;
22/8/2005; $ 313,70 ;;
23/8/2005; $ 315,00 ;;
24/8/2005; $ 315,00 ;;
25/8/2005; $ 315,00 ;;
26/8/2005; $ 312,90 ;;
29/8/2005; $ 310,10 ;;
30/8/2005; $ 311,90 ;;
31/8/2005; $ 311,50 ;;
1/9/2005; $ 311,00 ;;
2/9/2005; $ 310,20 ;;
5/9/2005; $ 311,00 ;;
6/9/2005; $ 311,70 ;;
7/9/2005; $ 310,50 ;;
8/9/2005; $ 309,90 ;;
9/9/2005; $ 310,00 ;;
12/9/2005; $ 310,00 ;;
13/9/2005; $ 311,80 ;;
14/9/2005; $ 300,00 ;;
15/9/2005; S/C ;;
16/9/2005; $ 290,00 ;;
19/9/2005; $ 290,00 ;;
20/9/2005; $ 290,00 ;;
21/9/2005; $ 290,00 ;;
22/9/2005; $ 295,00 ;;
23/9/2005; $ 290,00 ;;
26/9/2005; $ 290,00 ;;
27/9/2005; $ 280,00 ;;
28/9/2005; $ 290,00 ;;
29/9/2005; $ 290,00 ;;
30/9/2005; $ 300,00 ;;
3/10/2005; $ 295,00 ;;
4/10/2005; $ 295,50 ;;
5/10/2005; $ 299,20 ;;
6/10/2005; $ 300,00 ;;
11/10/2005; $ 300,00 ;;
12/10/2005; $ 305,30 ;;
13/10/2005; $ 305,00 ;;
14/10/2005; $ 305,00 ;;
17/10/2005; $ 308,00 ;;
18/10/2005; $ 309,20 ;;
19/10/2005; $ 310,00 ;;
20/10/2005; $ 310,00 ;;
21/10/2005; $ 310,20 ;;
24/10/2005; $ 311,70 ;;
25/10/2005; $ 312,00 ;;
26/10/2005; $ 315,00 ;;
27/10/2005; $ 320,00 ;;
28/10/2005; $ 319,90 ;;
31/10/2005; $ 320,00 ;;
1/11/2005; $ 325,00 ;;
2/11/2005; $ 324,80 ;;
3/11/2005; $ 319,80 ;;
4/11/2005; $ 320,00 ;;
7/11/2005; $ 317,00 ;;
8/11/2005; $ 315,00 ;;
9/11/2005; $ 313,00 ;;
10/11/2005; $ 315,00 ;;
11/11/2005; $ 315,00 ;;
14/11/2005; $ 317,00 ;;
15/11/2005; $ 319,50 ;;
16/11/2005; $ 315,50 ;;
17/11/2005; $ 312,00 ;;
18/11/2005; $ 310,00 ;;
21/11/2005; $ 301,00 ;;
22/11/2005; $ 294,90 ;;
23/11/2005; $ 293,00 ;;
24/11/2005; $ 290,10 ;;
25/11/2005; $ 290,10 ;;
28/11/2005; $ 289,90 ;;
29/11/2005; $ 291,70 ;;
30/11/2005; $ 295,50 ;;
1/12/2005; $ 299,60 ;;
2/12/2005; $ 300,00 ;;
5/12/2005; $ 298,00 ;;
6/12/2005; $ 299,40 ;;
7/12/2005; $ 297,70 ;;
9/12/2005; $ 295,00 ;;
12/12/2005; $ 295,40 ;;
13/12/2005; $ 295,40 ;;
14/12/2005; $ 294,30 ;;
15/12/2005; $ 289,90 ;;
16/12/2005; $ 295,00 ;;
19/12/2005; $ 295,10 ;;
20/12/2005; $ 295,10 ;;
21/12/2005; $ 295,20 ;;
22/12/2005; $ 300,00 ;;
23/12/2005; $ 301,00 ;;
26/12/2005; $ 305,90 ;;
27/12/2005; $ 310,60 ;;
28/12/2005; $ 317,20 ;;
29/12/2005; $ 325,20 ;;
2/1/2006; $ 328,00 ;;
3/1/2006; $ 330,00 ;;
4/1/2006; $ 325,40 ;;
5/1/2006; $ 320,00 ;;
6/1/2006; $ 319,70 ;;
9/1/2006; $ 316,90 ;;
10/1/2006; $ 319,90 ;;
11/1/2006; $ 318,20 ;;
12/1/2006; $ 319,10 ;;
13/1/2006; $ 319,30 ;;
16/1/2006; $ 318,00 ;;
17/1/2006; $ 315,10 ;;
18/1/2006; $ 314,00 ;;
19/1/2006; $ 313,00 ;;
20/1/2006; $ 313,00 ;;
23/1/2006; $ 312,90 ;;
24/1/2006; $ 315,00 ;;
25/1/2006; $ 320,00 ;;
26/1/2006; $ 325,40 ;;
27/1/2006; $ 330,00 ;;
30/1/2006; $ 330,00 ;;
31/1/2006; $ 329,30 ;;
1/2/2006; $ 325,30 ;;
2/2/2006; $ 329,70 ;;
3/2/2006; $ 331,70 ;;
6/2/2006; $ 330,30 ;;
7/2/2006; $ 328,30 ;;
8/2/2006; $ 325,00 ;;
9/2/2006; $ 325,30 ;;
10/2/2006; $ 326,80 ;;
13/2/2006; $ 322,80 ;;
14/2/2006; $ 320,00 ;;
15/2/2006; $ 318,00 ;;
16/2/2006; $ 320,10 ;;
17/2/2006; $ 323,20 ;;
20/2/2006; $ 323,10 ;;
21/2/2006; $ 324,00 ;;
22/2/2006; $ 320,10 ;;
23/2/2006; $ 320,00 ;;
24/2/2006; $ 320,00 ;;
27/2/2006; $ 320,60 ;;
28/2/2006; $ 322,20 ;;
1/3/2006; $ 319,00 ;;
2/3/2006; $ 313,40 ;;
3/3/2006; $ 309,00 ;;
6/3/2006; $ 302,00 ;;
7/3/2006; $ 301,50 ;;
8/3/2006; $ 302,00 ;;
9/3/2006; $ 296,00 ;;
10/3/2006; $ 297,00 ;;
13/3/2006; $ 284,90 ;;
14/3/2006; $ 285,50 ;;
15/3/2006; $ 299,50 ;;
16/3/2006; $ 300,10 ;;
17/3/2006; $ 300,00 ;;
20/3/2006; $ 294,50 ;;
21/3/2006; $ 301,00 ;;
22/3/2006; $ 301,00 ;;
23/3/2006; $ 311,50 ;;
27/3/2006; $ 314,20 ;;
28/3/2006; $ 317,00 ;;
29/3/2006; $ 319,50 ;;
30/3/2006; $ 320,80 ;;
31/3/2006; $ 320,00 ;;
3/4/2006; $ 321,00 ;;
4/4/2006; $ 312,00 ;;
5/4/2006; $ 311,50 ;;
6/4/2006; $ 309,00 ;;
7/4/2006; $ 307,50 ;;
10/4/2006; $ 308,80 ;;
11/4/2006; $ 311,90 ;;
12/4/2006; $ 320,50 ;;
17/4/2006; $ 315,10 ;;
18/4/2006; $ 317,80 ;;
19/4/2006; $ 321,00 ;;
20/4/2006; $ 330,30 ;;
21/4/2006; $ 333,60 ;;
24/4/2006; $ 329,50 ;;
25/4/2006; $ 330,00 ;;
26/4/2006; $ 330,10 ;;
27/4/2006; $ 330,10 ;;
28/4/2006; $ 330,30 ;;
2/5/2006; $ 334,90 ;;
3/5/2006; $ 335,00 ;;
4/5/2006; $ 335,00 ;;
5/5/2006; $ 338,80 ;;
8/5/2006; $ 339,40 ;;
9/5/2006; $ 340,00 ;;
10/5/2006; $ 340,00 ;;
11/5/2006; $ 345,00 ;;
12/5/2006; $ 350,00 ;;
15/5/2006; $ 350,30 ;;
16/5/2006; $ 349,90 ;;
17/5/2006; $ 333,90 ;;
18/5/2006; $ 329,90 ;;
19/5/2006; $ 325,00 ;;
22/5/2006; $ 325,00 ;;
23/5/2006; $ 330,00 ;;
24/5/2006; $ 330,00 ;;
26/5/2006; $ 335,00 ;;
29/5/2006; $ 340,10 ;;
30/5/2006; $ 343,00 ;;
31/5/2006; $ 330,20 ;;
1/6/2006; $ 326,30 ;;
2/6/2006; $ 330,00 ;;
5/6/2006; $ 330,00 ;;
6/6/2006; $ 315,00 ;;
7/6/2006; $ 315,00 ;;
8/6/2006; $ 320,00 ;;
9/6/2006; $ 320,00 ;;
12/6/2006; $ 322,00 ;;
13/6/2006; $ 321,50 ;;
14/6/2006; $ 320,00 ;;
15/6/2006; $ 321,90 ;;
16/6/2006; $ 321,90 ;;
20/6/2006; $ 315,00 ;;
21/6/2006; $ 317,00 ;;
22/6/2006; $ 315,00 ;;
23/6/2006; $ 314,70 ;;
26/6/2006; $ 310,00 ;;
27/6/2006; $ 305,00 ;;
28/6/2006; $ 303,00 ;;
29/6/2006; $ 300,00 ;;
30/6/2006; $ 300,00 ;;
3/7/2006; $ 302,50 ;;
4/7/2006; $ 304,50 ;;
5/7/2006; $ 305,00 ;;
6/7/2006; $ 305,00 ;;
7/7/2006; $ 305,00 ;;
10/7/2006; $ 305,00 ;;
11/7/2006; $ 305,00 ;;
12/7/2006; $ 305,00 ;;
13/7/2006; $ 310,50 ;;
14/7/2006; $ 324,10 ;;
17/7/2006; $ 330,00 ;;
18/7/2006; $ 327,00 ;;
19/7/2006; $ 324,00 ;;
20/7/2006; $ 330,00 ;;
21/7/2006; $ 326,00 ;;
24/7/2006; $ 325,00 ;;
25/7/2006; $ 324,00 ;;
26/7/2006; $ 317,70 ;;
27/7/2006; $ 321,00 ;;
28/7/2006; $ 324,60 ;;
31/7/2006; $ 321,30 ;;
1/8/2006; $ 320,00 ;;
2/8/2006; $ 330,00 ;;
3/8/2006; $ 328,50 ;;
4/8/2006; $ 330,00 ;;
7/8/2006; $ 323,00 ;;
8/8/2006; $ 319,00 ;;
9/8/2006; $ 320,00 ;;
10/8/2006; $ 321,00 ;;
11/8/2006; $ 329,00 ;;
14/8/2006; $ 325,00 ;;
15/8/2006; $ 324,00 ;;
16/8/2006; $ 331,00 ;;
17/8/2006; $ 330,00 ;;
18/8/2006; $ 330,00 ;;
22/8/2006; $ 331,00 ;;
23/8/2006; $ 334,00 ;;
24/8/2006; $ 345,00 ;;
25/8/2006; $ 349,50 ;;
28/8/2006; $ 345,00 ;;
29/8/2006; $ 345,00 ;;
30/8/2006; $ 345,00 ;;
31/8/2006; $ 349,90 ;;
1/9/2006; $ 340,00 ;;
4/9/2006; $ 340,00 ;;
5/9/2006; $ 350,00 ;;
6/9/2006; $ 348,20 ;;
7/9/2006; $ 349,50 ;;
8/9/2006; $ 347,90 ;;
11/9/2006; $ 334,90 ;;
12/9/2006; $ 330,00 ;;
13/9/2006; $ 330,00 ;;
14/9/2006; $ 330,00 ;;
15/9/2006; $ 333,00 ;;
18/9/2006; $ 335,00 ;;
19/9/2006; $ 340,00 ;;
20/9/2006; $ 350,30 ;;
21/9/2006; $ 355,00 ;;
22/9/2006; $ 360,00 ;;
25/9/2006; $ 360,00 ;;
26/9/2006; $ 361,40 ;;
27/9/2006; $ 364,80 ;;
28/9/2006; $ 372,00 ;;
29/9/2006; $ 380,00 ;;
2/10/2006; $ 379,70 ;;
3/10/2006; S/C ;;
4/10/2006; $ 380,00 ;;
5/10/2006; $ 384,90 ;;
6/10/2006; $ 380,00 ;;
9/10/2006; $ 385,00 ;;
10/10/2006; $ 376,10 ;;
11/10/2006; $ 385,00 ;;
12/10/2006; S/C ;;
13/10/2006; S/C ;;
17/10/2006; S/C ;;
18/10/2006; $ 351,20 ;;
19/10/2006; $ 356,50 ;;
20/10/2006; $ 350,00 ;;
23/10/2006; $ 350,00 ;;
24/10/2006; $ 350,00 ;;
25/10/2006; $ 372,00 ;;
26/10/2006; $ 353,00 ;;
27/10/2006; $ 360,00 ;;
30/10/2006; $ 360,20 ;;
31/10/2006; $ 365,00 ;;
1/11/2006; $ 355,00 ;;
2/11/2006; S/C ;;
3/11/2006; S/C ;;
6/11/2006; S/C ;;
7/11/2006; S/C ;;
8/11/2006; S/C ;;
9/11/2006; S/C ;;
10/11/2006; S/C ;;
13/11/2006; S/C ;;
14/11/2006; S/C ;;
15/11/2006; S/C ;;
16/11/2006; S/C ;;
17/11/2006; S/C ;;
20/11/2006; S/C ;;
21/11/2006; S/C ;;
22/11/2006; S/C ;;
23/11/2006; $ 379,50 ;;
24/11/2006; $ 381,60 ;;
27/11/2006; $ 370,80 ;;
28/11/2006; $ 370,10 ;;
29/11/2006; $ 368,10 ;;
30/11/2006; $ 383,00 ;;
1/12/2006; $ 371,00 ;;
4/12/2006; $ 370,00 ;;
5/12/2006; $ 374,30 ;;
6/12/2006; $ 374,00 ;;
7/12/2006; $ 370,30 ;;
11/12/2006; $ 374,00 ;;
12/12/2006; $ 373,00 ;;
13/12/2006; $ 373,00 ;;
14/12/2006; $ 373,50 ;;
15/12/2006; $ 370,70 ;;
18/12/2006; $ 365,00 ;;
19/12/2006; $ 366,50 ;;
20/12/2006; $ 366,50 ;;
21/12/2006; $ 363,00 ;;
22/12/2006; $ 356,70 ;;
26/12/2006; $ 346,50 ;;
27/12/2006; $ 344,50 ;;
28/12/2006; $ 362,00 ;;
29/12/2006; $ 370,50 ;;
2/1/2007; $ 356,30 ;;
3/1/2007; $ 340,00 ;;
4/1/2007; $ 340,00 ;;
5/1/2007; $ 340,00 ;;
8/1/2007; $ 340,00 ;;
9/1/2007; $ 340,00 ;;
10/1/2007; $ 354,10 ;;
11/1/2007; $ 370,00 ;;
12/1/2007; $ 370,00 ;;
15/1/2007; $ 373,10 ;;
16/1/2007; $ 372,90 ;;
17/1/2007; $ 375,00 ;;
18/1/2007; $ 375,00 ;;
19/1/2007; $ 375,00 ;;
22/1/2007; $ 375,00 ;;
23/1/2007; $ 375,00 ;;
24/1/2007; $ 370,00 ;;
25/1/2007; $ 370,00 ;;
26/1/2007; $ 370,00 ;;
29/1/2007; $ 370,00 ;;
30/1/2007; $ 375,00 ;;
31/1/2007; $ 378,60 ;;
1/2/2007; $ 358,80 ;;
2/2/2007; $ 360,00 ;;
5/2/2007; $ 354,00 ;;
6/2/2007; $ 345,00 ;;
7/2/2007; $ 345,00 ;;
8/2/2007; $ 348,00 ;;
9/2/2007; $ 359,80 ;;
12/2/2007; $ 360,00 ;;
13/2/2007; $ 359,00 ;;
14/2/2007; $ 356,00 ;;
15/2/2007; $ 351,30 ;;
16/2/2007; $ 350,00 ;;
19/2/2007; $ 350,10 ;;
20/2/2007; $ 345,50 ;;
21/2/2007; $ 345,20 ;;
22/2/2007; $ 350,00 ;;
23/2/2007; $ 350,00 ;;
26/2/2007; $ 350,00 ;;
27/2/2007; $ 350,20 ;;
28/2/2007; $ 350,30 ;;
1/3/2007; $ 350,00 ;;
2/3/2007; $ 350,00 ;;
5/3/2007; $ 350,00 ;;
6/3/2007; $ 344,00 ;;
7/3/2007; $ 350,00 ;;
8/3/2007; $ 345,00 ;;
9/3/2007; $ 340,00 ;;
12/3/2007; $ 340,00 ;;
13/3/2007; $ 340,30 ;;
14/3/2007; $ 344,50 ;;
15/3/2007; $ 342,50 ;;
16/3/2007; $ 346,90 ;;
19/3/2007; $ 347,10 ;;
20/3/2007; $ 348,00 ;;
21/3/2007; $ 350,00 ;;
22/3/2007; $ 368,00 ;;
23/3/2007; $ 370,00 ;;
26/3/2007; $ 370,00 ;;
27/3/2007; $ 370,00 ;;
28/3/2007; S/C ;;
29/3/2007; $ 370,00 ;;
30/3/2007; $ 372,00 ;;
3/4/2007; $ 370,00 ;;
4/4/2007; $ 370,00 ;;
9/4/2007; $ 370,00 ;;
10/4/2007; $ 370,00 ;;
11/4/2007; $ 370,00 ;;
12/4/2007; $ 370,00 ;;
13/4/2007; $ 370,00 ;;
16/4/2007; $ 370,00 ;;
17/4/2007; $ 370,00 ;;
18/4/2007; $ 370,00 ;;
19/4/2007; $ 370,00 ;;
20/4/2007; $ 370,00 ;;
23/4/2007; $ 370,00 ;;
24/4/2007; $ 370,00 ;;
25/4/2007; $ 370,00 ;;
26/4/2007; $ 371,00 ;;
27/4/2007; $ 373,00 ;;
30/4/2007; $ 378,70 ;;
2/5/2007; $ 370,00 ;;
3/5/2007; $ 370,00 ;;
4/5/2007; $ 370,00 ;;
7/5/2007; $ 370,00 ;;
8/5/2007; $ 370,00 ;;
9/5/2007; $ 370,00 ;;
10/5/2007; $ 370,00 ;;
11/5/2007; $ 370,00 ;;
14/5/2007; $ 370,00 ;;
15/5/2007; $ 371,00 ;;
16/5/2007; $ 375,00 ;;
17/5/2007; $ 375,00 ;;
18/5/2007; $ 375,00 ;;
21/5/2007; $ 377,80 ;;
22/5/2007; $ 375,00 ;;
23/5/2007; $ 375,00 ;;
24/5/2007; $ 375,00 ;;
28/5/2007; $ 375,00 ;;
29/5/2007; $ 372,00 ;;
30/5/2007; $ 380,00 ;;
31/5/2007; $ 393,00 ;;
1/6/2007; $ 380,00 ;;
4/6/2007; $ 376,10 ;;
5/6/2007; $ 377,50 ;;
6/6/2007; $ 399,50 ;;
7/6/2007; $ 400,00 ;;
8/6/2007; $ 394,00 ;;
11/6/2007; $ 390,00 ;;
12/6/2007; $ 400,00 ;;
13/6/2007; $ 408,00 ;;
14/6/2007; $ 410,00 ;;
15/6/2007; $ 414,00 ;;
19/6/2007; $ 410,00 ;;
20/6/2007; $ 412,00 ;;
21/6/2007; S/C ;;
22/6/2007; $ 420,00 ;;
25/6/2007; $ 420,00 ;;
26/6/2007; $ 420,00 ;;
27/6/2007; $ 430,00 ;;
28/6/2007; $ 445,10 ;;
29/6/2007; $ 450,00 ;;
2/7/2007; $ 449,90 ;;
3/7/2007; $ 450,00 ;;
4/7/2007; $ 430,00 ;;
5/7/2007; $ 440,00 ;;
6/7/2007; $ 448,80 ;;
10/7/2007; $ 448,00 ;;
11/7/2007; $ 440,00 ;;
12/7/2007; $ 440,00 ;;
13/7/2007; $ 455,00 ;;
16/7/2007; $ 445,00 ;;
17/7/2007; $ 450,00 ;;
18/7/2007; $ 460,00 ;;
19/7/2007; $ 460,00 ;;
20/7/2007; $ 460,00 ;;
23/7/2007; $ 454,00 ;;
24/7/2007; $ 451,50 ;;
25/7/2007; $ 450,00 ;;
26/7/2007; $ 460,00 ;;
27/7/2007; $ 460,00 ;;
30/7/2007; $ 459,60 ;;
31/7/2007; $ 464,00 ;;
1/8/2007; $ 459,00 ;;
2/8/2007; $ 464,00 ;;
3/8/2007; $ 460,00 ;;
6/8/2007; $ 460,00 ;;
7/8/2007; $ 467,40 ;;
8/8/2007; $ 482,50 ;;
9/8/2007; $ 502,00 ;;
10/8/2007; $ 502,00 ;;
13/8/2007; $ 511,50 ;;
14/8/2007; $ 525,00 ;;
15/8/2007; $ 510,00 ;;
16/8/2007; $ 500,00 ;;
17/8/2007; $ 500,00 ;;
21/8/2007; $ 501,00 ;;
22/8/2007; $ 504,00 ;;
23/8/2007; $ 503,00 ;;
24/8/2007; $ 508,00 ;;
27/8/2007; $ 515,00 ;;
28/8/2007; $ 520,00 ;;
29/8/2007; $ 525,00 ;;
30/8/2007; $ 535,00 ;;
31/8/2007; $ 540,00 ;;
3/9/2007; $ 530,00 ;;
4/9/2007; $ 540,00 ;;
5/9/2007; $ 540,00 ;;
6/9/2007; $ 540,00 ;;
7/9/2007; $ 550,00 ;;
10/9/2007; $ 554,00 ;;
11/9/2007; $ 580,00 ;;
12/9/2007; $ 580,00 ;;
13/9/2007; $ 585,00 ;;
14/9/2007; $ 595,00 ;;
17/9/2007; $ 590,00 ;;
18/9/2007; $ 585,00 ;;
19/9/2007; $ 590,00 ;;
20/9/2007; $ 590,00 ;;
21/9/2007; $ 590,00 ;;
24/9/2007; $ 595,00 ;;
25/9/2007; $ 600,00 ;;
26/9/2007; $ 600,00 ;;
27/9/2007; $ 600,00 ;;
28/9/2007; $ 600,00 ;;
1/10/2007; S/C ;;
2/10/2007; S/C ;;
3/10/2007; S/C ;;
4/10/2007; $ 587,00 ;;
5/10/2007; $ 587,60 ;;
8/10/2007; $ 589,00 ;;
9/10/2007; $ 592,00 ;;
10/10/2007; $ 591,00 ;;
11/10/2007; $ 595,00 ;;
12/10/2007; $ 597,00 ;;
16/10/2007; $ 600,00 ;;
17/10/2007; $ 600,00 ;;
18/10/2007; $ 590,00 ;;
19/10/2007; $ 585,00 ;;
22/10/2007; $ 585,00 ;;
23/10/2007; $ 585,00 ;;
24/10/2007; $ 585,00 ;;
25/10/2007; $ 580,00 ;;
26/10/2007; S/C ;;
29/10/2007; S/C ;;
30/10/2007; $ 590,00 ;;
31/10/2007; $ 583,70 ;;
1/11/2007; $ 570,00 ;;
2/11/2007; $ 570,00 ;;
5/11/2007; $ 550,00 ;;
6/11/2007; $ 550,00 ;;
7/11/2007; $ 551,50 ;;
8/11/2007; $ 566,80 ;;
9/11/2007; $ 567,50 ;;
12/11/2007; $ 560,00 ;;
13/11/2007; $ 555,20 ;;
14/11/2007; $ 549,50 ;;
15/11/2007; $ 558,00 ;;
16/11/2007; $ 560,10 ;;
19/11/2007; $ 550,00 ;;
20/11/2007; $ 550,00 ;;
21/11/2007; $ 570,00 ;;
22/11/2007; $ 580,00 ;;
23/11/2007; $ 590,00 ;;
26/11/2007; $ 590,00 ;;
27/11/2007; $ 589,00 ;;
28/11/2007; $ 580,00 ;;
29/11/2007; $ 590,00 ;;
30/11/2007; $ 586,60 ;;
3/12/2007; $ 564,00 ;;
4/12/2007; $ 564,50 ;;
5/12/2007; $ 556,00 ;;
6/12/2007; $ 545,00 ;;
7/12/2007; $ 533,00 ;;
10/12/2007; $ 531,90 ;;
11/12/2007; $ 532,80 ;;
12/12/2007; $ 531,20 ;;
13/12/2007; $ 532,00 ;;
14/12/2007; $ 530,30 ;;
17/12/2007; $ 519,00 ;;
18/12/2007; $ 500,00 ;;
19/12/2007; $ 498,00 ;;
20/12/2007; $ 496,00 ;;
21/12/2007; $ 500,00 ;;
26/12/2007; $ 450,00 ;;
27/12/2007; $ 477,50 ;;
28/12/2007; $ 487,00 ;;
2/1/2008; $ 484,00 ;;
3/1/2008; $ 490,00 ;;
4/1/2008; $ 495,60 ;;
7/1/2008; $ 494,00 ;;
8/1/2008; $ 500,00 ;;
9/1/2008; $ 496,50 ;;
10/1/2008; $ 503,00 ;;
11/1/2008; $ 511,00 ;;
14/1/2008; $ 521,00 ;;
15/1/2008; $ 525,50 ;;
16/1/2008; $ 520,00 ;;
17/1/2008; $ 530,00 ;;
18/1/2008; $ 521,00 ;;
21/1/2008; $ 521,50 ;;
22/1/2008; $ 532,50 ;;
23/1/2008; $ 550,00 ;;
24/1/2008; $ 571,00 ;;
25/1/2008; $ 591,00 ;;
28/1/2008; $ 610,00 ;;
29/1/2008; $ 650,00 ;;
30/1/2008; S/C ;;
31/1/2008; S/C ;;
1/2/2008; $ 620,00 ;;
4/2/2008; $ 600,00 ;;
5/2/2008; $ 580,00 ;;
6/2/2008; $ 580,00 ;;
7/2/2008; S/C ;;
8/2/2008; S/C ;;
11/2/2008; $ 570,00 ;;
12/2/2008; S/C ;;
13/2/2008; S/C ;;
14/2/2008; S/C ;;
15/2/2008; S/C ;;
18/2/2008; S/C ;;
19/2/2008; S/C ;;
20/2/2008; S/C ;;
21/2/2008; S/C ;;
22/2/2008; S/C ;;
25/2/2008; S/C ;;
26/2/2008; S/C ;;
27/2/2008; S/C ;;
28/2/2008; S/C ;;
29/2/2008; S/C ;;
3/3/2008; S/C ;;
4/3/2008; S/C ;;
5/3/2008; S/C ;;
6/3/2008; S/C ;;
7/3/2008; S/C ;;
10/3/2008; S/C ;;
11/3/2008; S/C ;;
12/3/2008; S/C ;;
13/3/2008; S/C ;;
14/3/2008; S/C ;;
17/3/2008; S/C ;;
18/3/2008; S/C ;;
19/3/2008; S/C ;;
25/3/2008; S/C ;;
26/3/2008; S/C ;;
27/3/2008; S/C ;;
28/3/2008; S/C ;;
31/3/2008; S/C ;;
1/4/2008; S/C ;;
3/4/2008; S/C ;;
4/4/2008; S/C ;;
7/4/2008; S/C ;;
8/4/2008; S/C ;;
9/4/2008; S/C ;;
10/4/2008; $ 690,00 ;;
11/4/2008; S/C ;;
14/4/2008; S/C ;;
15/4/2008; S/C ;;
16/4/2008; S/C ;;
17/4/2008; S/C ;;
18/4/2008; S/C ;;
21/4/2008; S/C ;;
22/4/2008; S/C ;;
23/4/2008; S/C ;;
24/4/2008; S/C ;;
25/4/2008; S/C ;;
28/4/2008; S/C ;;
29/4/2008; S/C ;;
30/4/2008; S/C ;;
2/5/2008; S/C ;;
5/5/2008; S/C ;;
6/5/2008; S/C ;;
7/5/2008; S/C ;;
8/5/2008; S/C ;;
9/5/2008; S/C ;;
12/5/2008; S/C ;;
13/5/2008; S/C ;;
14/5/2008; S/C ;;
15/5/2008; S/C ;;
16/5/2008; S/C ;;
19/5/2008; S/C ;;
20/5/2008; S/C ;;
21/5/2008; S/C ;;
22/5/2008; S/C ;;
23/5/2008; S/C ;;
26/5/2008; S/C ;;
27/5/2008; S/C ;;
28/5/2008; S/C ;;
29/5/2008; S/C ;;
30/5/2008; S/C ;;
2/6/2008; S/C ;;
3/6/2008; S/C ;;
4/6/2008; S/C ;;
5/6/2008; S/C ;;
6/6/2008; S/C ;;
9/6/2008; S/C ;;
10/6/2008; S/C ;;
11/6/2008; S/C ;;
12/6/2008; S/C ;;
13/6/2008; S/C ;;
17/6/2008; S/C ;;
18/6/2008; S/C ;;
19/6/2008; S/C ;;
20/6/2008; S/C ;;
23/6/2008; S/C ;;
24/6/2008; S/C ;;
25/6/2008; S/C ;;
26/6/2008; $ 600,00 ;;
27/6/2008; S/C ;;
30/6/2008; $ 632,50 ;;
1/7/2008; $ 600,00 ;;
2/7/2008; S/C ;;
3/7/2008; S/C ;;
4/7/2008; S/C ;;
7/7/2008; S/C ;;
8/7/2008; S/C ;;
10/7/2008; S/C ;;
11/7/2008; S/C ;;
14/7/2008; S/C ;;
15/7/2008; S/C ;;
16/7/2008; S/C ;;
17/7/2008; S/C ;;
18/7/2008; S/C ;;
21/7/2008; S/C ;;
22/7/2008; S/C ;;
23/7/2008; S/C ;;
24/7/2008; $ 500,00 ;;
25/7/2008; $ 500,00 ;;
28/7/2008; S/C ;;
29/7/2008; S/C ;;
30/7/2008; $ 500,00 ;;
31/7/2008; $ 530,00 ;;
1/8/2008; $ 597,00 ;;
4/8/2008; $ 550,00 ;;
5/8/2008; $ 560,00 ;;
6/8/2008; $ 550,00 ;;
7/8/2008; $ 597,40 ;;
8/8/2008; $ 560,00 ;;
11/8/2008; $ 560,00 ;;
12/8/2008; $ 550,00 ;;
13/8/2008; S/C ;;
14/8/2008; S/C ;;
15/8/2008; $ 578,00 ;;
19/8/2008; $ 583,00 ;;
20/8/2008; S/C ;;
